Latitude,Longitude,Manufacturer,Turbine,TurbineHubheight,Totalpower,CommisioningDate,durchmesser,turbinen id,Nennleistung
50,6,#ND,#ND,#ND,500,1995,,Standard,3300
50.242755,8.071772,#ND,#ND,#ND,225,1995,,Standard,3300
51.2270636,12.9468537,Neg Micon,#ND,#ND,16500,1998,,Standard,3300
53.0275,9.073333,#ND,#ND,#ND,1650,2003,,Standard,3300
53.0275,9.073333,Vestas,V80/2000,#ND,4000,2009,,V80/2000,2000
53.0275,9.073333,Vestas,V80/2000,60,8000,2003,,V80/2000,2000
53.0275,9.073333,Vestas,V66/1650,117,4950,2002,,V66/1650,1650
52.39,7.94,Nordex,N90/2300,105,20700,2005,,N90/2300,2300
54.7891781,9.0271702,#ND,#ND,#ND,3150,1999,,Standard,3300
52.2223915,11.4400907,GE Energy,1.5sl,85,1500,2003,,1.5sl,1500
52.22,11.48,Vestas,V80/2000,#ND,12000,2006,,V80/2000,2000
51.5826763,9.7485957,#ND,#ND,#ND,2400,2000,,Standard,3300
47.97,9.87,#ND,#ND,#ND,#ND,2006,,Standard,3300
52.19,9.74,Bonus,#ND,#ND,4000,2001,,Standard,3300
51.780055,11.694646,#ND,#ND,#ND,1000,2001,,Standard,3300
51.780055,11.694646,#ND,#ND,#ND,4600,2009,,Standard,3300
51.780055,11.694646,Enercon,E66/1800,#ND,9000,2000,,E66/1800,1820
51.780055,11.694646,Enercon,E66/1800,#ND,25200,2001,,E66/1800,1820
54.12025026,11.99629784,Enercon,#ND,#ND,500,1996,,Standard,3300
54.12025026,11.99629784,#ND,#ND,#ND,2400,1997,,Standard,3300
50.32,12.26,Dewind,D6-1000,69,4000,2002,,D6-1000,1000
52.048283,9.259595,#ND,#ND,#ND,1800,2004,,Standard,3300
52.048283,9.259595,Südwind,S70/1500,#ND,4500,2002,,S70/1500,1500
53.561493,9.564814,#ND,#ND,#ND,4950,2001,,Standard,3300
52.0766382,7.0082105,#ND,#ND,#ND,2000,2004,,Standard,3300
52.0766382,7.0082105,#ND,#ND,#ND,1200,1998,,Standard,3300
52.0766382,7.0082105,#ND,#ND,#ND,1000,1995,,Standard,3300
52.0766382,7.0082105,Enercon,E58/1000,#ND,4000,2003,,Standard,3300
51.762481,7.88604,Senvion,MM92/2050,100,4100,2013,,MM92/2050,2050
53.4078194,9.4552871,#ND,#ND,#ND,800,2009,,Standard,3300
53.4078194,9.4552871,#ND,#ND,#ND,600,1995,,Standard,3300
51.846372,13.200687,Enercon,E40/600,#ND,1200,2002,,E40/600,600
52.6221563,10.2468552,Enercon,E70/2300,#ND,2300,2010,,E70/2300,2310
52.6221563,10.2468552,Enercon,E82/2300,#ND,2300,2010,,E82/2300,2300
53.4078194,9.4552871,Enercon,E40/600,#ND,12000,2001,,E40/600,600
54.523811,9.193453,Nordex,N80/2500,#ND,12500,2003,,N80/2500,2500
48.89,9.66,Fuhrländer,FL 1000/54,#ND,1000,2004,,FL 1000/54,1037
48.4829292,10.0584234,#ND,#ND,#ND,#ND,2006,,Standard,3300
54.1466875,9.2835291,Enercon,E66/1800,#ND,1800,2002,,E66/1800,1820
54.1466875,9.2835291,Enercon,E66/1500,#ND,3000,2002,,Standard,3300
54.1466875,9.2835291,#ND,#ND,#ND,220,1993,,Standard,3300
54.1466875,9.2835291,Tacke,TW-600,#ND,600,1996,,TW-600,631
51.2840733,11.7165279,#ND,#ND,#ND,500,1998,,Standard,3300
51.2840733,11.7165279,#ND,#ND,#ND,800,2009,,Standard,3300
50.895861,6.282096,#ND,#ND,#ND,1500,2002,,Standard,3300
50.895861,6.282096,Repower,MD77,85,3000,2003,,MD77,1500
51.988845,9.834707,Vestas,V90/2000,105,2000,2009,,V90/2000,2000
53.5466668,9.0652711,#ND,#ND,#ND,2400,1994,,Standard,3300
53.5466668,9.0652711,#ND,#ND,#ND,1500,1997,,Standard,3300
52.253427,9.969375,Bonus,B76/2000,#ND,4000,2009,,B76/2000,2000
52.253427,9.969375,Bonus,B76/2000,#ND,4000,2002,,B76/2000,2000
52.253427,9.969375,Enercon,E40/600,#ND,1200,1999,,E40/600,600
52.253427,9.969375,GE Energy,1.5sl,#ND,1500,2003,,1.5sl,1500
54.7078902,8.5109376,#ND,#ND,#ND,250,1990,,Standard,3300
52.2136418,11.1412726,#ND,#ND,#ND,600,2002,,Standard,3300
52.2136418,11.1412726,Enercon,E40/500,#ND,2000,2001,,E40/500,500
52.2136418,11.1412726,#ND,#ND,#ND,2000,2001,,Standard,3300
49.251389,11.2342612,#ND,#ND,#ND,600,2002,,Standard,3300
51.4036249,11.3852818,#ND,#ND,#ND,1200,1996,,Standard,3300
54.58238,9.0139129,Vestas,V80/2000,#ND,6000,2002,,V80/2000,2000
51.5752712,6.5113325,GE Energy,1.5sl,#ND,4500,2005,,1.5sl,1500
51.5752712,6.5113325,Enercon,E66/1800,#ND,5400,2002,,E66/1800,1820
50.632066,7.869271,#ND,#ND,#ND,600,2002,,Standard,3300
50.632066,7.869271,#ND,#ND,#ND,600,1998,,Standard,3300
50.632066,7.869271,#ND,#ND,#ND,1000,1998,,Standard,3300
50.632066,7.869271,Enercon,E82/2000,#ND,10000,2007,,E82/2000,2000
53.9091922,6.619262695,Multibrid,M5000,92,30000,2009,,M5000,5000
53.9091922,6.619262695,Repower,5M,92,30000,2009,,5M,5000
48.3448058,8.4015311,Fuhrländer,#ND,50,300,1999,,Standard,3300
50.8742222,6.1617474,#ND,#ND,#ND,8000,2006,,Standard,3300
49.7242246,7.8155832,Nordex,N60/1300,#ND,1300,2001,,N60/1300,1364
49.7242246,7.8155832,Enercon,E40/600,#ND,1200,2001,,E40/600,600
49.7242246,7.8155832,Nordex,N60/1300,#ND,1300,1998,,N60/1300,1364
50.7527339,9.2706546,#ND,#ND,#ND,3600,2003,,Standard,3300
50.74905597,9.227485657,#ND,#ND,#ND,600,1998,,Standard,3300
50.74905597,9.227485657,#ND,#ND,#ND,1000,2001,,Standard,3300
49.7660423,8.3411189,Enercon,E82/2300,138,4600,2013,,E82/2300,2300
49.7660423,8.3411189,Enercon,E82/2300,138,2300,2013,,E82/2300,2300
51.7022475,11.6808109,GE Energy,1.5sl,85,18000,2006,,1.5sl,1500
51.7022475,11.6808109,GE Energy,1.5sl,85,13500,2006,,1.5sl,1500
54.377698,9.4297,#ND,#ND,#ND,1500,2001,,Standard,3300
52.4639691,14.4175808,#ND,#ND,#ND,1000,2000,,Standard,3300
52.4639691,14.4175808,Enercon,#ND,98,1800,2004,,Standard,3300
52.4639691,14.4175808,Enercon,#ND,98,3600,2003,,Standard,3300
52.4639691,14.4175808,Enercon,#ND,98,4500,2002,,Standard,3300
52.4278311,14.4435669,#ND,#ND,#ND,6000,2009,,Standard,3300
54.096399,10.147419,Enercon,E66/1800,#ND,9000,2003,,E66/1800,1820
54.096399,10.147419,Enercon,E66/1800,#ND,5400,2003,,E66/1800,1820
54.096399,10.147419,Enercon,E70/2300,#ND,6900,2012,,E70/2300,2310
54.22,10.92,#ND,#ND,#ND,1500,2003,,Standard,3300
50.574327,9.124225,Enercon,E82/2300,#ND,4600,2011,,E82/2300,2300
54.3302624,13.1261006,Neg Micon,#ND,#ND,2400,1995,,Standard,3300
54.3302624,13.1261006,#ND,#ND,#ND,500,1995,,Standard,3300
51.8037424,10.4459491,#ND,#ND,#ND,165,2001,,Standard,3300
51.7635925,8.9416608,Nordex,N27/150,#ND,600,1992,,N27/150,180
52.045757,7.4654436,#ND,#ND,#ND,3000,2001,,Standard,3300
52.045757,7.4654436,#ND,#ND,#ND,800,2007,,Standard,3300
53.82,8.73,Dewind,D9,#ND,2000,2012,,D9,2000
53.82,8.73,Vestas,V80/2000,#ND,6000,2009,,V80/2000,2000
53.82,8.73,Vestas,V90/2000,#ND,6000,2009,,V90/2000,2000
53.82,8.73,Siemens,#ND,#ND,10800,2009,,Standard,3300
54.63,13.34,Enercon,E40/500,#ND,500,2000,,E40/500,500
51.534018,8.266203,Tacke,1.5s,#ND,3000,2000,,1.5s,1500
51.534018,8.266203,Tacke,TW-600,#ND,600,2000,,TW-600,631
51.2372619,11.5746993,#ND,#ND,#ND,1320,1998,,Standard,3300
53.6929853,13.25196,Vestas,V80/2000,78,30000,2003,,V80/2000,2000
53.6929853,13.25196,Enercon,E82/2000,#ND,2000,2010,,E82/2000,2000
53.6929853,13.25196,Enercon,E53/800,#ND,800,2010,,E53/800,810
53.6929853,13.25196,Vestas,V90/2000,#ND,6000,2014,,V90/2000,2000
53.704444,13.307222,Enercon,E126/6000,135,12000,2011,,Standard,3300
50.0286785,7.4691453,#ND,#ND,#ND,4000,2009,,Standard,3300
49.716667,9.75,Nordex,N117/2400,#ND,7200,2014,,N117/2400,2400
52.034167,12.970833,Enercon,E82/2000,109,36000,2009,,E82/2000,2000
54.326054,10.891653,#ND,#ND,#ND,500,1996,,Standard,3300
48.14249431,9.446353912,Senvion,MM92/2050,100,4100,2011,,MM92/2050,2050
52.964264,13.817917,Vestas,V39/500,41,500,1995,,V39/500,500
54.4615698,11.1165731,#ND,#ND,#ND,2300,2006,,Standard,3300
52.565735,13.727955,#ND,#ND,#ND,1700,2001,,Standard,3300
52.565735,13.727955,Vestas,V90/2000,#ND,14000,2004,,V90/2000,2000
52.565735,13.727955,Vestas,V90/2000,#ND,4000,2005,,V90/2000,2000
52.5641091,13.7269051,Vestas,V90/2000,105,18000,2005,,V90/2000,2000
52.13,11.63,Enercon,E70/2000,98,32000,2006,,E70/2000,2050
52.7648818,14.1643523,#ND,#ND,#ND,1300,2002,,Standard,3300
47.804752,10.214614,Nordex,N90/2300,105,2300,2005,,N90/2300,2300
47.804752,10.214614,Südwind,S77/1500,97,3000,2002,,S77/1500,1500
49.993812,7.567388,Fuhrländer,FL 1000/54,#ND,2000,2001,,FL 1000/54,1037
49.993812,7.567388,#ND,#ND,#ND,3000,2002,,Standard,3300
49.993812,7.567388,Fuhrländer,FL 1000/54,#ND,5000,2001,,FL 1000/54,1037
49.993812,7.567388,#ND,#ND,#ND,1500,2002,,Standard,3300
49.763292,8.083943,Enercon,E48/800,76,800,2006,,E48/800,810
49.763292,8.083943,Enercon,E48/800,76,800,2005,,E48/800,810
49.763292,8.083943,Senvion,3.4M104,128,6800,2012,,3.4M104,3400
49.763292,8.083943,Senvion,3.4M104,128,13600,2012,,3.4M104,3400
49.763292,8.083943,Senvion,3.4M104,128,13600,2011,,3.4M104,3400
49.7241261,8.2003899,Nordex,N43/600,78,6000,1999,,N43/600,619
49.7241261,8.2003899,Nordex,N43/600,78,2400,1998,,N43/600,619
50.3485173,9.5276326,Vestas,V90/2000,125,10000,2011,,V90/2000,2000
53.383333,12.816667,#ND,#ND,#ND,660,2000,,Standard,3300
53.383333,12.816667,Vestas,V90/2000,#ND,2000,2010,,V90/2000,2000
53.383333,12.816667,Vestas,V90/2000,#ND,2000,2010,,V90/2000,2000
54.52,7.708,Siemens,SWT-3.6-120,90,288000,2015,,SWT-3.6-120,3600
48.5803711,9.8739309,#ND,#ND,#ND,1300,2002,,Standard,3300
48.5803711,9.8739309,Dewind,D4,70,2400,1998,,D4,600
48.5761698,9.8740987,Dewind,D4,70,2400,1998,,D4,600
48.6138824,9.9142546,#ND,#ND,#ND,1300,2002,,Standard,3300
48.6138824,9.9142546,#ND,#ND,#ND,1300,2001,,Standard,3300
52.5110687,9.0711751,#ND,#ND,#ND,4500,2003,,Standard,3300
53.0158946,14.0002545,#ND,#ND,#ND,1800,2003,,Standard,3300
52.543876,7.8683413,#ND,#ND,#ND,500,1997,,Standard,3300
51.5579188,8.3253286,Nordex,N54/1000,#ND,1000,1997,,N54/1000,1095
52.2865732,9.3374133,#ND,#ND,#ND,1800,2001,,Standard,3300
53.218087,7.805977,#ND,#ND,#ND,7200,2001,,Standard,3300
53.218087,7.805977,#ND,#ND,#ND,12600,2002,,Standard,3300
53.433469,9.616127,Vestas,V66/1650,67,34650,2001,,V66/1650,1650
48.0197248,10.4947231,#ND,#ND,#ND,1200,2002,,Standard,3300
53.389065,9.776101,#ND,#ND,#ND,500,1996,,Standard,3300
53.389065,9.776101,#ND,#ND,#ND,4000,2006,,Standard,3300
53.4530032,8.8967329,GE Energy,2.85-103,#ND,11400,2015,,2.85-103,2850
49.07,10.08,Repower,MM92,80,2000,2007,,MM92,2000
54.1619135,9.250995,#ND,#ND,#ND,200,1993,,Standard,3300
52.6733161,12.0043476,#ND,#ND,#ND,19800,2002,,Standard,3300
52.6733161,12.0043476,#ND,#ND,#ND,500,2001,,Standard,3300
52.6733161,12.0043476,#ND,#ND,#ND,6400,2001,,Standard,3300
52.6733161,12.0043476,#ND,#ND,#ND,1800,2001,,Standard,3300
52.6733161,12.0043476,GE Energy,1.5sl,#ND,33000,2001,,1.5sl,1500
52.6733161,12.0043476,#ND,#ND,#ND,3600,2001,,Standard,3300
50.8380556,6.4908333,Enercon,E82/2300,108,2300,2010,,E82/2300,2300
51.3952673,8.0686871,#ND,#ND,#ND,250,1995,,Standard,3300
51.3952673,8.0686871,#ND,#ND,#ND,500,1996,,Standard,3300
51.3952673,8.0686871,Enercon,E82/2300,108,2300,2009,,E82/2300,2300
51.3952673,8.0686871,#ND,#ND,#ND,300,1994,,Standard,3300
51.6881295,11.5013158,#ND,#ND,#ND,5000,2001,,Standard,3300
51.6881295,11.5013158,Enercon,E53/800,#ND,800,2008,,E53/800,810
51.6881295,11.5013158,#ND,#ND,#ND,500,2000,,Standard,3300
51.6881295,11.5013158,#ND,#ND,#ND,8000,2009,,Standard,3300
51.371798,11.287952,#ND,#ND,#ND,12000,2002,,Standard,3300
51.371798,11.287952,#ND,#ND,#ND,4000,2007,,Standard,3300
53.353056,10.489167,Repower,MD77,85,7500,2002,,MD77,1500
54.6178973,9.6386081,#ND,#ND,#ND,1000,1995,,Standard,3300
51.526739,13.1219233,Dewind,D4,70,1200,1999,,D4,600
50.08775,6.270778,#ND,#ND,#ND,4000,2008,,Standard,3300
50.08775,6.270778,Enercon,#ND,#ND,12300,2003,,Standard,3300
51.7899619,7.6202768,#ND,#ND,#ND,600,1999,,Standard,3300
51.7589686,11.46148682,Senvion,3.4M104,128,3400,2012,,3.4M104,3400
51.75,11.46,Neg Micon,NM72c/1500,#ND,7500,2003,,NM72c/1500,1500
51.75,11.46,Neg Micon,NM82/1500,#ND,6000,2003,,NM82/1500,1500
51.75,11.46,Vestas,V47/660,65,2640,2000,,V47/660,660
51.75,11.46,#ND,#ND,#ND,12000,2009,,Standard,3300
51.75,11.46,Repower,MD77,85,1500,2004,,MD77,1500
50.004262,9.826157,Vestas,V90/2000,105,4000,2006,,V90/2000,2000
50.004262,9.826157,Vestas,V90/2000,105,6000,2010,,V90/2000,2000
52.7749984,9.0051328,#ND,#ND,#ND,150,1994,,Standard,3300
51.59,11.8,Vestas,V90/2000,105,20000,2007,,V90/2000,2000
51.126151,7.903004,#ND,#ND,#ND,500,1997,,Standard,3300
51.126151,7.903004,#ND,#ND,#ND,1600,2006,,Standard,3300
49.5336706,10.0291923,#ND,#ND,#ND,2000,2003,,Standard,3300
49.5336706,10.0291923,Senvion,MM82/2050,80,2050,2011,,MM82/2050,2050
53.9316049,9.0538452,#ND,#ND,#ND,3000,1996,,Standard,3300
52.253611,9.294444,Nordex,N62/1300,69,3900,2001,,N62/1300,1290
52.2333333,9.2333333,#ND,#ND,#ND,250,1994,,Standard,3300
53.8589384,12.1365281,#ND,#ND,#ND,4000,2001,,Standard,3300
51.044875,13.298038,#ND,#ND,#ND,1800,1997,,Standard,3300
50.7006466,11.9004448,Enercon,#ND,#ND,1000,1997,,Standard,3300
50.7006466,11.9004448,Enercon,E40/500,#ND,500,1995,,E40/500,500
50.7006466,11.9004448,Enercon,E66/1500,#ND,1500,1998,,Standard,3300
50.7006466,11.9004448,GE Energy,1.5sl,65,1500,1999,,1.5sl,1500
49.2457469,10.4146069,#ND,#ND,#ND,625,2005,,Standard,3300
53.467071,7.480294,#ND,#ND,#ND,1000,1999,,Standard,3300
53.467071,7.480294,#ND,#ND,#ND,1200,1996,,Standard,3300
53.467071,7.480294,Enercon,E66/1800,#ND,30600,2002,,E66/1800,1820
53.467071,7.480294,#ND,#ND,#ND,1500,1995,,Standard,3300
53.467071,7.480294,#ND,#ND,#ND,1200,2004,,Standard,3300
53.467071,7.480294,#ND,#ND,#ND,300,2002,,Standard,3300
53.467071,7.480294,#ND,#ND,#ND,100,2006,,Standard,3300
52.0904806,11.1121876,#ND,#ND,#ND,22000,2001,,Standard,3300
52.0904806,11.1121876,#ND,#ND,#ND,3900,2001,,Standard,3300
52.0904806,11.1121876,#ND,#ND,#ND,8400,2001,,Standard,3300
52.0904806,11.1121876,#ND,#ND,#ND,1500,2001,,Standard,3300
52.0904806,11.1121876,Enercon,#ND,#ND,10600,2002,,Standard,3300
52.0904806,11.1121876,#ND,#ND,#ND,2000,2003,,Standard,3300
52.0904806,11.1121876,#ND,#ND,#ND,2000,2004,,Standard,3300
52.0904806,11.1121876,Nordtank,NTK600/43,#ND,1800,2001,,NTK600/43,600
54.43766,11.19526,#ND,#ND,#ND,150,1993,,Standard,3300
54.43766,11.19526,#ND,#ND,#ND,300,1990,,Standard,3300
51.7625,11.828889,Südwind,S70/1500,85,6000,2001,,S70/1500,1500
51.7625,11.828889,Vestas,V52/850,74,7650,2001,,V52/850,850
51.3801416,9.0164012,#ND,#ND,#ND,1000,1995,,Standard,3300
52.329167,7.084444,Vestas,V80/2000,#ND,4000,2001,,V80/2000,2000
52.3,7.16,#ND,#ND,#ND,600,2000,,Standard,3300
52.325556,7.076389,Enron,1.5sl,100,4500,2001,,1.5sl,1500
51.0470825,8.3894315,Vestas,V90/2000,#ND,4000,2009,,V90/2000,2000
51.0470825,8.3894315,#ND,#ND,#ND,600,2003,,Standard,3300
51.0470825,8.3894315,#ND,#ND,#ND,800,2004,,Standard,3300
50.0498509,11.6741676,Dewind,D4,70,1800,2001,,D4,600
50.298132,8.26607,#ND,#ND,#ND,1700,2006,,Standard,3300
50.298132,8.26607,#ND,#ND,#ND,300,2010,,Standard,3300
51.7360867,9.0169691,#ND,#ND,#ND,600,2000,,Standard,3300
51.7360867,9.0169691,#ND,#ND,#ND,2050,1999,,Standard,3300
51.7360867,9.0169691,#ND,#ND,#ND,2600,1999,,Standard,3300
51.7360867,9.0169691,#ND,#ND,#ND,8400,2003,,Standard,3300
51.245439,9.260284,Enercon,#ND,#ND,12000,2007,,Standard,3300
50.7516705,8.494519,#ND,#ND,#ND,1000,1998,,Standard,3300
50.7516705,8.494519,#ND,#ND,#ND,1000,2002,,Standard,3300
50.7516705,8.494519,Bonus,B44/600,50,1200,1996,,B44/600,610
52.319603,8.342743,Vestas,V90/2000,105,4000,2005,,V90/2000,2000
52.319603,8.342743,Vestas,V90/2000,105,4000,2005,,V90/2000,2000
52.3625,8.403056,Vestas,V90/2000,105,8000,2005,,V90/2000,2000
52.865884,9.6932347,#ND,#ND,#ND,3000,2006,,Standard,3300
51.8706115,10.0246777,Enercon,E40/600,78,600,2000,,E40/600,600
51.8706115,10.0246777,Enercon,E66/1800,65,3600,2000,,E66/1800,1820
51.8706115,10.0246777,Enercon,E40/600,78,600,2002,,E40/600,600
51.8814777,10.5625371,#ND,#ND,#ND,1800,2001,,Standard,3300
51.8814777,10.5625371,#ND,#ND,#ND,1500,2001,,Standard,3300
50.8701345,9.7019675,GE Energy,2.5-120,139,15000,2014,,2.5-120,2530
52.1552968,8.0425217,Nordex,N90/2300,105,4600,2006,,N90/2300,2300
52.1552968,8.0425217,Nordex,S77,112,1500,2006,,S77,1500
52.1016102,8.0888351,Nordex,N90/2300,105,2300,2005,,N90/2300,2300
51.1063973,10.6488549,#ND,#ND,#ND,13000,1999,,Standard,3300
51.1063973,10.6488549,#ND,#ND,#ND,15000,2001,,Standard,3300
51.1063973,10.6488549,#ND,#ND,#ND,4500,2003,,Standard,3300
51.1448916,12.6375251,Enercon,E70/2000,#ND,4000,2009,,E70/2000,2050
51.6306396,10.4703958,#ND,#ND,#ND,5000,2001,,Standard,3300
51.5152839,13.3940864,#ND,#ND,#ND,7500,2003,,Standard,3300
51.78,8.82,Vestas,V52/850,74,1700,2003,,V52/850,850
51.78,8.82,Neg Micon,NM72c/1500,64,1500,2001,,NM72c/1500,1500
51.78,8.82,Neg Micon,NM72c/1500,#ND,1500,2001,,NM72c/1500,1500
49.4902009,9.7731526,#ND,#ND,#ND,800,2001,,Standard,3300
49.4902009,9.7731526,#ND,#ND,#ND,2000,2006,,Standard,3300
52.3387751,9.3775262,#ND,#ND,#ND,2000,2003,,Standard,3300
52.3387751,9.3775262,#ND,#ND,#ND,3600,2004,,Standard,3300
53.8099165,10.3728518,#ND,#ND,#ND,1000,2001,,Standard,3300
51.983168,9.2447,#ND,#ND,#ND,280,1990,,Standard,3300
51.983168,9.2447,#ND,#ND,#ND,2750,1999,,Standard,3300
51.983168,9.2447,#ND,#ND,#ND,600,2003,,Standard,3300
51.983168,9.2447,#ND,#ND,#ND,800,2006,,Standard,3300
48.4339904,8.3184733,Vestas,V90/2000,105,6000,2006,,V90/2000,2000
51.594692,10.5546402,#ND,#ND,#ND,3900,2001,,Standard,3300
52.08534,8.742499,Neg Micon,NM60/1000,#ND,7000,2001,,NM60/1000,1041
52.08534,8.742499,#ND,#ND,#ND,2000,2002,,Standard,3300
52.08534,8.742499,Nordex,N80/2500,#ND,2500,2001,,N80/2500,2500
51.5881265,8.1650168,#ND,#ND,#ND,3000,2001,,Standard,3300
51.5881265,8.1650168,#ND,#ND,#ND,600,2003,,Standard,3300
51.517744,8.6976513,#ND,#ND,#ND,2600,2004,,Standard,3300
51.517744,8.6976513,Enercon,E66/2000,#ND,20000,2001,,Standard,3300
51.517744,8.6976513,Enercon,E66/1800,#ND,5400,2009,,E66/1800,1820
51.517744,8.6976513,Vestas,V47/660,#ND,660,1998,,V47/660,660
51.517744,8.6976513,Enercon,E58/1000,98,2000,2004,,Standard,3300
51.517744,8.6976513,Enercon,E58/1000,98,4000,1995,,Standard,3300
51.517744,8.6976513,Enercon,E40/600,65,600,1995,,E40/600,600
51.517744,8.6976513,Neg Micon,#ND,70,6750,1995,,Standard,3300
51.517744,8.6976513,Vestas,V66/1750,78,22750,2001,,V66/1750,1750
53.186671,8.003721,#ND,#ND,#ND,7200,2003,,Standard,3300
52.6625,8.035556,Südwind,S70/1500,115,18000,2002,,S70/1500,1500
52.731223,11.3151181,#ND,#ND,#ND,2600,2001,,Standard,3300
52.731223,11.3151181,#ND,#ND,#ND,14400,2002,,Standard,3300
51.9839464,10.8940854,#ND,#ND,#ND,3000,2001,,Standard,3300
52.6103019,11.642174,Nordex,S77,85,6000,2004,,S77,1500
49.73890352,9.035053253,Neg Micon,#ND,108,3000,2005,,Standard,3300
53.6119313,11.1227987,Enercon,E82/2300,#ND,25300,2014,,E82/2300,2300
50.9119036,6.187378,Enercon,E48/800,76,800,2006,,E48/800,810
50.9119036,6.187378,Enercon,E48/800,76,800,2005,,E48/800,810
50.9119036,6.187378,Dewind,D4,70,600,1997,,D4,600
53.350238,7.609302,Enercon,E82/2000,#ND,4000,2008,,E82/2000,2000
53.869871,10.3641093,Repower,#ND,#ND,9900,2009,,Standard,3300
53.8230963,9.0810236,Bonus,B62/1300,68,5200,2000,,B62/1300,1300
52.744722,8.239167,#ND,#ND,#ND,5400,2001,,Standard,3300
52.744722,8.239167,#ND,#ND,#ND,100,1998,,Standard,3300
53.8314592,9.1339398,Bonus,B62/1300,#ND,9100,2000,,B62/1300,1300
53.8314592,9.1339398,#ND,#ND,#ND,1500,1995,,Standard,3300
52.46,7.9,Nordex,N90/2300,105,27600,2007,,N90/2300,2300
51.0341633,10.7169385,Vestas,#ND,119,9000,2012,,Standard,3300
51.0341633,10.7169385,Vestas,#ND,119,6000,2012,,Standard,3300
51.3293219,7.8651703,Fuhrländer,FL 1500/77,#ND,3000,2005,,FL 1500/77,1500
51.3293219,7.8651703,#ND,#ND,#ND,800,2006,,Standard,3300
51.3293219,7.8651703,#ND,#ND,#ND,850,2001,,Standard,3300
51.3293219,7.8651703,Enercon,#ND,#ND,200,1997,,Standard,3300
51.3293219,7.8651703,Vestas,V90/2000,105,2000,2010,,V90/2000,2000
52.967729,12.983361,Enercon,E40/500,85,500,1999,,E40/500,500
51.940984,11.426125,GE Energy,1.5s,#ND,3000,2001,,1.5s,1500
54.355,5.98,Bard,VM,90,400000,2013,,Standard,3300
53.2959734,10.3928421,Enercon,E48/800,#ND,2400,2005,,E48/800,810
52.642222,8.774444,Enercon,E82/2000,138,2000,2009,,E82/2000,2000
52.642222,8.774444,Enercon,E82/2000,138,2000,2009,,E82/2000,2000
53.23,10.52,Vestas,V82/1500,#ND,3000,2005,,Standard,3300
53.23,10.52,#ND,#ND,#ND,12600,2001,,Standard,3300
53.23,10.52,#ND,#ND,#ND,18000,2002,,Standard,3300
53.23,10.52,Vestas,V82/1500,#ND,3000,2006,,Standard,3300
54.066868,10.641203,Vestas,#ND,#ND,1800,1995,,Standard,3300
53.4648765,12.179249,Vestas,V90/2000,105,4000,2009,,V90/2000,2000
53.4648765,12.179249,Vestas,V90/2000,105,6000,2005,,V90/2000,2000
53.4648765,12.179249,Vestas,V112/3000,#ND,21000,2014,,V112/3000,3000
52.2057066,11.6187673,#ND,#ND,#ND,3000,2003,,Standard,3300
52.2057066,11.6187673,#ND,#ND,#ND,3000,2004,,Standard,3300
52.2057066,11.6187673,#ND,#ND,#ND,3600,2001,,Standard,3300
52.2057066,11.6187673,#ND,#ND,#ND,3000,2002,,Standard,3300
52.2057066,11.6187673,#ND,#ND,#ND,9000,2002,,Standard,3300
54.004475,9.071511,#ND,#ND,#ND,330,1991,,Standard,3300
54.004475,9.071511,Vestas,V39/500,#ND,500,1993,,V39/500,500
54.004475,9.071511,Senvion,3.4M104,98,3400,2012,,3.4M104,3400
54.004475,9.071511,Senvion,3.4M104,98,10200,2012,,3.4M104,3400
52.8459966,10.0459287,#ND,#ND,#ND,900,2001,,Standard,3300
49.81039,12.432517,#ND,#ND,#ND,1000,2000,,Standard,3300
53.8669323,11.3733996,#ND,#ND,#ND,1800,2000,,Standard,3300
52.9802635,10.4428388,Vestas,V80/2000,#ND,2000,2009,,V80/2000,2000
51.3430319,11.6388957,#ND,#ND,#ND,2000,1996,,Standard,3300
53.1356628,10.371019,Enercon,#ND,#ND,21600,2004,,Standard,3300
52.7100134,8.5035855,Vestas,V47/660,#ND,2640,2000,,V47/660,660
52.7100134,8.5035855,#ND,#ND,#ND,500,2001,,Standard,3300
52.7100134,8.5035855,Enercon,E82/2300,108,6900,2013,,E82/2300,2300
51.9905534,9.1104506,Wind World,W3700/500,#ND,500,1995,,Standard,3300
51.9905534,9.1104506,Enercon,E66/1800,#ND,1800,2003,,E66/1800,1820
51.9905534,9.1104506,Enercon,E66/1800,#ND,3600,2001,,E66/1800,1820
51.9905534,9.1104506,#ND,#ND,#ND,2000,2009,,Standard,3300
51.9905534,9.1104506,#ND,#ND,#ND,1800,2003,,Standard,3300
51.9905534,9.1104506,#ND,#ND,#ND,1800,2001,,Standard,3300
52.3050258,9.462188,#ND,#ND,#ND,750,1998,,Standard,3300
52.3050258,9.462188,#ND,#ND,#ND,10000,2005,,Standard,3300
52.3050258,9.462188,#ND,#ND,#ND,600,1996,,Standard,3300
52.3050258,9.462188,Neg Micon,NM60/1000,70,4000,2000,,NM60/1000,1041
52.3050258,9.462188,#ND,#ND,#ND,1500,2000,,Standard,3300
52.3050258,9.462188,#ND,#ND,#ND,6900,2009,,Standard,3300
51.3355393,14.9678205,Enercon,E82/2000,108,32000,2010,,E82/2000,2000
53.8163876,12.4609572,#ND,#ND,#ND,5400,2001,,Standard,3300
54.3546538,12.7752341,#ND,#ND,#ND,1100,1995,,Standard,3300
